직무,자소서_개수,실무_키워드_15,인재상_키워드_10,추천_대기업_Top3,통합_키워드_25
생산기술 - 신차개발/자동화설비기술,3,"공장, 운영, 트랙터, 수요, 수립, 대응, 최적, 협업, 프로젝트, 구축, 고려, 연구, 라인, 차량, 급증","공정, 안정, 효율, 혁신, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털","국민연금공단(공공기관), 삼성생명(금융·보험), 현대글로비스(항공·물류)","공장, 운영, 트랙터, 수요, 수립, 대응, 최적, 협업, 프로젝트, 구축, 고려, 연구, 라인, 차량, 급증, 공정, 안정, 효율, 혁신, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털"
생산기술(남양연구소),6,"제조, 검증, 데이터, 환경, 비전, 실제, 모델, 현장, 활용, 가상, 시뮬레이션, 구축, 의장, 도장, 라인","공정, 디지털, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티, 글로벌, 안정","국민건강보험공단(공공기관), 한국산업은행(금융·보험), 국민연금공단(공공기관)","제조, 검증, 데이터, 환경, 비전, 실제, 모델, 현장, 활용, 가상, 시뮬레이션, 구축, 의장, 도장, 라인, 공정, 디지털, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티, 글로벌, 안정"
생산기술(포항/광양),6,"기업, 데이터, 미래, 선택, 소재, 전공, 분석, 철강, 필요, 작가, 무명, 역할, 가능, 제품, 활용","공정, 성장, 효율, 안정, 협력, 고객, 인재, 과학, 소통, 혁신","국민연금공단(공공기관), 현대글로비스(항공·물류), 이마트(유통·서비스)","기업, 데이터, 미래, 선택, 소재, 전공, 분석, 철강, 필요, 작가, 무명, 역할, 가능, 제품, 활용, 공정, 성장, 효율, 안정, 협력, 고객, 인재, 과학, 소통, 혁신"
생산기술_자동화기계_생산기술(울산공장),2,"조건, 결과, 장비, 문제, 개선, 반복, 중요, 정리, 기존, 방식, 운영, 확보, 연구, 영향, 체계","공정, 안정, 효율, 도전, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","조건, 결과, 장비, 문제, 개선, 반복, 중요, 정리, 기존, 방식, 운영, 확보, 연구, 영향, 체계, 공정, 안정, 효율, 도전, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
생산기술개발,2,"데이터, 개선, 개발, 구조, 성능, 현장, 시스템, 처리, 병목, 분석, 연구, 고려, 문제, 지속, 알고리즘","공정, 안정, 효율, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","데이터, 개선, 개발, 구조, 성능, 현장, 시스템, 처리, 병목, 분석, 연구, 고려, 문제, 지속, 알고리즘, 공정, 안정, 효율, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
생산기술연구소_기구개발,4,"로봇, 지식, 고려, 활용, 부품, 문제, 부분, 태도, 시스템, 상황, 숙지, 시간, 이야기, 진로, 기계","공정, 전통, 성장, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털","한국산업은행(금융·보험), 현대글로비스(항공·물류), 이마트(유통·서비스)","로봇, 지식, 고려, 활용, 부품, 문제, 부분, 태도, 시스템, 상황, 숙지, 시간, 이야기, 진로, 기계, 공정, 전통, 성장, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털"
생산기술원,2,"데이터, 연구, 활용, 모델, 기업, 생활, 수집, 버스, 학습, 정확도, 포맷, 변환, 카메라, 비전, 임원","공정, 존중, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","스타벅스코리아(식음료), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","데이터, 연구, 활용, 모델, 기업, 생활, 수집, 버스, 학습, 정확도, 포맷, 변환, 카메라, 비전, 임원, 공정, 존중, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
생산기술원 - R&D인공지능,4,"모델, 개발, 데이터, 활용, 분석, 분류, 기법, 연구, 결함, 논문, 목표, 적용, 구조물, 프로젝트, 문제","공정, 효율, 혁신, 디지털, 편의, 품질, 최고지향, 커뮤니티, 글로벌, 안정","현대글로비스(항공·물류), 이마트(유통·서비스), 국민건강보험공단(공공기관)","모델, 개발, 데이터, 활용, 분석, 분류, 기법, 연구, 결함, 논문, 목표, 적용, 구조물, 프로젝트, 문제, 공정, 효율, 혁신, 디지털, 편의, 품질, 최고지향, 커뮤니티, 글로벌, 안정"
생산기술원 R&D 기계,2,"로봇, 개발, 자동화, 구동, 적용, 방범, 상하, 최종, 목표, 솔루션, 스마트, 산업, 경쟁력, 로보틱스, 미래","인재, 창의, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","현대자동차(자동차·기계), LG전자(IT·전자), 삼성SDS(IT·전자)","로봇, 개발, 자동화, 구동, 적용, 방범, 상하, 최종, 목표, 솔루션, 스마트, 산업, 경쟁력, 로보틱스, 미래, 인재, 창의, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
생산기술원 생산기술,2,"데이터, 시스템, 현장, 분석, 발생, 제조, 변수, 연구, 유지, 활용, 이상, 실제, 처리, 알고리즘, 예측","공정, 효율, 디지털, 안정, 혁신, 편의, 품질, 최고지향, 커뮤니티, 글로벌","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","데이터, 시스템, 현장, 분석, 발생, 제조, 변수, 연구, 유지, 활용, 이상, 실제, 처리, 알고리즘, 예측, 공정, 효율, 디지털, 안정, 혁신, 편의, 품질, 최고지향, 커뮤니티, 글로벌"
생산기술원 전기전자,2,"가전, 전력, 전압, 연구, 데이터, 센서, 회로, 하드웨어, 당시, 해결, 문턱, 성능, 학부, 인터페이스, 미세","공정, 신뢰, 고객, 디지털, 안정, 성장, 효율, 편의, 품질, 최고지향","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","가전, 전력, 전압, 연구, 데이터, 센서, 회로, 하드웨어, 당시, 해결, 문턱, 성능, 학부, 인터페이스, 미세, 공정, 신뢰, 고객, 디지털, 안정, 성장, 효율, 편의, 품질, 최고지향"
생산기술원_기계,2,"레이저, 해결, 마킹, 불량, 사용, 산업, 반도체, 개발, 문제, 의사소통, 제조, 실험, 중요, 기구, 제시","공정, 성장, 협력, 혁신, 소통, 고객, 편의, 품질, 최고지향, 커뮤니티","한국산업은행(금융·보험), 국민연금공단(공공기관), SK브로드밴드(통신·미디어)","레이저, 해결, 마킹, 불량, 사용, 산업, 반도체, 개발, 문제, 의사소통, 제조, 실험, 중요, 기구, 제시, 공정, 성장, 협력, 혁신, 소통, 고객, 편의, 품질, 최고지향, 커뮤니티"
생산기술원_소재/재료,9,"소재, 조건, 특성, 연구, 문제, 결과, 분석, 제품, 구조, 재료, 방식, 장비, 이해, 적용, 반복","공정, 신뢰, 안정, 성장, 투명, 소통, 고객, 효율, 편의, 품질","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","소재, 조건, 특성, 연구, 문제, 결과, 분석, 제품, 구조, 재료, 방식, 장비, 이해, 적용, 반복, 공정, 신뢰, 안정, 성장, 투명, 소통, 고객, 효율, 편의, 품질"
생산기술원_전기전자,3,"제어, 문제, 데이터, 분석, 시스템, 센서, 전자, 프로젝트, 회로, 알고리즘, 하드웨어, 원인, 발생, 해결, 자동화","공정, 안정, 디지털, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티, 글로벌","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","제어, 문제, 데이터, 분석, 시스템, 센서, 전자, 프로젝트, 회로, 알고리즘, 하드웨어, 원인, 발생, 해결, 자동화, 공정, 안정, 디지털, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티, 글로벌"
생산기술직,3,"탄소, 감축, 기업, 프로그램, 활동, 경영, 시간, 기획, 구성원, 플랜트, 결과, 공모전, 상황, 주제, 목표","소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","탄소, 감축, 기업, 프로그램, 활동, 경영, 시간, 기획, 구성원, 플랜트, 결과, 공모전, 상황, 주제, 목표, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
생산기술직 에너지소재 제조 전기,4,"담당, 개선, 운영, 기본, 발생, 케미칼, 계획, 시설, 자료, 직원, 병원, 평가, 자세, 숙지, 제품","공정, 협력, 서비스, 신뢰, 책임, 효율, 편의, 품질, 최고지향, 커뮤니티","POSCO홀딩스(철강·소재), GS글로벌(유통·서비스), 국민건강보험공단(공공기관)","담당, 개선, 운영, 기본, 발생, 케미칼, 계획, 시설, 자료, 직원, 병원, 평가, 자세, 숙지, 제품, 공정, 협력, 서비스, 신뢰, 책임, 효율, 편의, 품질, 최고지향, 커뮤니티"
생산운영,4,"운영, 해결, 문제, 데이터, 전공, 배터리, 대응, 양산, 발생, 필요, 컴퓨터, 동아리, 세계, 라인, 최적","공정, 창의, 열정, 소통, 효율, 안정, 과학, 도전, 협력, 혁신","제일기획(유통·서비스), 현대카드(금융·보험), CJ ENM(통신·미디어)","운영, 해결, 문제, 데이터, 전공, 배터리, 대응, 양산, 발생, 필요, 컴퓨터, 동아리, 세계, 라인, 최적, 공정, 창의, 열정, 소통, 효율, 안정, 과학, 도전, 협력, 혁신"
생산운영 및 공정기술 (AutoLand 광주),6,"시간, 데이터, 학습, 작업, 개선, 기존, 프로젝트, 모델, 목표, 스마트, 단축, 협업, 자동화, 수립, 현장","공정, 효율, 인재, 도전, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털","국민건강보험공단(공공기관), 한국산업은행(금융·보험), 현대글로비스(항공·물류)","시간, 데이터, 학습, 작업, 개선, 기존, 프로젝트, 모델, 목표, 스마트, 단축, 협업, 자동화, 수립, 현장, 공정, 효율, 인재, 도전, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털"
생산지원,4,"산업, 제조, 연구, 지속, 가능, 발전, 시뮬레이션, 성격, 에너지, 수행, 제품, 의사, 결정, 최적화, 직무명","공정, 과학, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","국민건강보험공단(공공기관), 국민연금공단(공공기관), 한국산업은행(금융·보험)","산업, 제조, 연구, 지속, 가능, 발전, 시뮬레이션, 성격, 에너지, 수행, 제품, 의사, 결정, 최적화, 직무명, 공정, 과학, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
생활가전 사업본부 해외영업,4,"학생, 팀원, 가전제품, 시장, 이해, 시간, 제품, 분석, 영어, 자료, 사용, 활용, 프로젝트, 세계, 스마트홈","소통, 열정, 도전, 협력, 고객, 책임, 편의, 안정, 인재, 과학","제일기획(유통·서비스), 현대카드(금융·보험), SK브로드밴드(통신·미디어)","학생, 팀원, 가전제품, 시장, 이해, 시간, 제품, 분석, 영어, 자료, 사용, 활용, 프로젝트, 세계, 스마트홈, 소통, 열정, 도전, 협력, 고객, 책임, 편의, 안정, 인재, 과학"
생활가전사업부_SW개발,4,"로봇, 구현, 문제, 개발, 해결, 제품, 프로젝트, 사고, 책임감, 기록, 해당, 드리블, 성능, 청소기, 습관","협력, 성장, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","삼성SDS(IT·전자), 삼성전기(IT·전자), 현대모비스(자동차·기계)","로봇, 구현, 문제, 개발, 해결, 제품, 프로젝트, 사고, 책임감, 기록, 해당, 드리블, 성능, 청소기, 습관, 협력, 성장, 혁신, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
샤시 시스템 설계,1,"자동차, 시스템, 센서, 사용, 개발, 제품, 공학, 프린터, 출력, 세미나, 직무명, 과목, 구현, 모델링, 제동","창의, 도전, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","삼성전자(IT·전자), 삼성SDS(IT·전자), 제일기획(유통·서비스)","자동차, 시스템, 센서, 사용, 개발, 제품, 공학, 프린터, 출력, 세미나, 직무명, 과목, 구현, 모델링, 제동, 창의, 도전, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
샤시개발,4,"연구, 시험, 장비, 조건, 평가, 재료, 분석, 문제, 수행, 환경, 설정, 과제, 데이터, 결과, 구축","안정, 신뢰, 협력, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","삼성생명(금융·보험), KB생명보험(금융·보험), 신한생명(금융·보험)","연구, 시험, 장비, 조건, 평가, 재료, 분석, 문제, 수행, 환경, 설정, 과제, 데이터, 결과, 구축, 안정, 신뢰, 협력, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
샤시개발_샤시부품 평가,3,"트랙터, 제공, 부품, 연구, 개발, 해석, 작업, 분석, 데이터, 차량, 평가, 검증, 제품, 과제, 모델","안정, 신뢰, 고객, 소통, 인재, 편의, 품질, 최고지향, 커뮤니티, 디지털","교보생명(금융·보험), 삼성생명(금융·보험), KB생명보험(금융·보험)","트랙터, 제공, 부품, 연구, 개발, 해석, 작업, 분석, 데이터, 차량, 평가, 검증, 제품, 과제, 모델, 안정, 신뢰, 고객, 소통, 인재, 편의, 품질, 최고지향, 커뮤니티, 디지털"
서비스 개발/운영,5,"개발, 시스템, 데이터, 사용자, 이해, 상황, 운영, 프로젝트, 활용, 사용, 분석, 모델, 도메인, 흐름, 구현","서비스, 고객, 효율, 도전, 성장, 디지털, 협력, 소통, 안정, 인재","현대글로비스(항공·물류), LG헬로비전(통신·미디어), 롯데정보통신(IT·전자)","개발, 시스템, 데이터, 사용자, 이해, 상황, 운영, 프로젝트, 활용, 사용, 분석, 모델, 도메인, 흐름, 구현, 서비스, 고객, 효율, 도전, 성장, 디지털, 협력, 소통, 안정, 인재"
서비스부품BU (관리직)_물류/안전관리(제주사업소),3,"현장, 의사소통, 발생, 활용, 코드, 해결, 필요, 오류, 출력, 결과, 수정, 르노, 자동차, 작업, 소음","협력, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","삼성SDI(IT·전자), 삼성SDS(IT·전자), 삼성E&A(건설·부동산)","현장, 의사소통, 발생, 활용, 코드, 해결, 필요, 오류, 출력, 결과, 수정, 르노, 자동차, 작업, 소음, 협력, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
서비스부품BU (관리직)_영업관리 및 SCM지원(동부사업소),3,"재고, 조사, 문제, 해결, 활동, 아이디어, 계획, 의사소통, 관리, 데이터, 팀원, 수립, 공급사슬, 회원, 시간","고객, 도전, 창의, 서비스, 협력, 신뢰, 혁신, 편의, 품질, 최고지향","삼성SDS(IT·전자), LG CNS(IT·전자), 현대자동차(자동차·기계)","재고, 조사, 문제, 해결, 활동, 아이디어, 계획, 의사소통, 관리, 데이터, 팀원, 수립, 공급사슬, 회원, 시간, 고객, 도전, 창의, 서비스, 협력, 신뢰, 혁신, 편의, 품질, 최고지향"
서비스부품BU(관리직)_SCM(충남 아산),3,"상품, 팀원, 역할, 제품, 보관, 목표, 달성, 어려움, 바이어, 시식, 출고, 당시, 비누, 시간, 담당","효율, 커뮤니티, 전통, 혁신, 고객, 편의, 품질, 최고지향, 디지털, 글로벌","현대글로비스(항공·물류), 이마트(유통·서비스), 스타벅스코리아(식음료)","상품, 팀원, 역할, 제품, 보관, 목표, 달성, 어려움, 바이어, 시식, 출고, 당시, 비누, 시간, 담당, 효율, 커뮤니티, 전통, 혁신, 고객, 편의, 품질, 최고지향, 디지털, 글로벌"
